txn_id,user_id,method,bank,request_time,credit_time,amount,status,retry_attempts
TXN02141,4927,NEFT,HDFC,2025-05-04 23:54:00,2025-05-05 00:24:00,33738.69,PENDING,2
TXN02142,2249,NEFT,Kotak,2025-05-22 13:24:00,2025-05-22 14:24:00,4810.26,FAILED,2
TXN02143,2393,UPI,Kotak,2025-04-02 06:06:00,2025-04-02 06:07:00,2625.27,SUCCESS,0
TXN02144,4190,NEFT,PNB,2025-05-19 08:44:00,2025-05-19 09:44:00,6630.48,FAILED,3
TXN02145,4207,UPI,PNB,2025-05-17 07:39:00,2025-05-17 07:40:00,12009.12,SUCCESS,0
TXN02146,4664,UPI,SBI,2025-04-06 15:25:00,2025-04-06 15:30:00,8692.48,SUCCESS,0
TXN02147,4246,IMPS,PNB,2025-05-22 21:36:00,2025-05-22 22:36:00,263.13,SUCCESS,0
TXN02148,3893,UPI,Kotak,2025-05-22 06:36:00,2025-05-22 06:51:00,9940.39,SUCCESS,0
TXN02149,2222,IMPS,HDFC,2025-04-28 01:16:00,2025-04-28 01:31:00,20123.23,SUCCESS,0
TXN02150,4025,UPI,Kotak,2025-04-24 07:34:00,2025-04-24 07:35:00,31749.46,FAILED,1
TXN02151,2161,IMPS,SBI,2025-05-29 08:12:00,2025-05-29 08:42:00,39071.85,SUCCESS,0
TXN02152,2565,NEFT,Axis,2025-04-09 06:15:00,2025-04-09 06:45:00,3829.91,SUCCESS,0
TXN02153,2144,NEFT,SBI,2025-05-18 17:23:00,2025-05-18 18:23:00,42288.51,SUCCESS,0
TXN02154,3340,NEFT,PNB,2025-05-22 21:13:00,2025-05-22 21:43:00,52966.94,SUCCESS,0
TXN02155,3747,IMPS,IDFC,2025-05-10 15:49:00,2025-05-10 15:54:00,35434.26,SUCCESS,0
TXN02156,4419,UPI,Axis,2025-05-24 16:35:00,2025-05-24 16:36:00,5521.32,SUCCESS,0
TXN02157,3423,IMPS,HDFC,2025-05-19 01:01:00,2025-05-19 01:16:00,24425.87,SUCCESS,0
TXN02158,4043,UPI,PNB,2025-05-01 02:58:00,2025-05-01 03:03:00,10784.58,SUCCESS,0
TXN02159,2870,IMPS,Axis,2025-04-05 01:32:00,2025-04-05 02:02:00,4242.83,SUCCESS,0
TXN02160,2764,NEFT,SBI,2025-05-13 18:49:00,2025-05-13 19:19:00,7647.4,SUCCESS,0
TXN02161,1370,UPI,HDFC,2025-05-09 08:27:00,2025-05-09 08:42:00,3527.83,SUCCESS,0
TXN02162,3325,IMPS,Kotak,2025-04-18 02:43:00,2025-04-18 03:43:00,17577.95,SUCCESS,0
TXN02163,3205,NEFT,Axis,2025-04-17 20:25:00,2025-04-17 20:55:00,335.83,SUCCESS,0
TXN02164,4488,NEFT,Kotak,2025-04-10 11:55:00,2025-04-10 12:55:00,344.22,SUCCESS,0
TXN02165,2268,IMPS,HDFC,2025-04-26 14:25:00,2025-04-26 14:40:00,42561.86,SUCCESS,0
TXN02166,3658,NEFT,HDFC,2025-05-26 11:32:00,2025-05-26 14:32:00,12471.37,SUCCESS,0
TXN02167,3443,IMPS,ICICI,2025-04-24 05:11:00,2025-04-24 05:16:00,13236.34,SUCCESS,0
TXN02168,3659,NEFT,IDFC,2025-05-04 01:47:00,2025-05-04 02:47:00,18854.5,SUCCESS,0
TXN02169,2780,NEFT,Axis,2025-04-07 06:49:00,2025-04-07 07:49:00,42919.46,SUCCESS,0
TXN02170,4214,NEFT,HDFC,2025-05-31 12:43:00,2025-05-31 15:43:00,6783.31,FAILED,1
TXN02171,2414,IMPS,PNB,2025-05-31 13:09:00,2025-05-31 13:24:00,12723.85,SUCCESS,0
TXN02172,2098,NEFT,HDFC,2025-04-14 01:53:00,2025-04-14 02:23:00,35953.11,FAILED,2
TXN02173,4427,UPI,SBI,2025-04-04 18:54:00,2025-04-04 18:55:00,6603.32,SUCCESS,0
TXN02174,1238,UPI,Axis,2025-04-17 04:04:00,2025-04-17 04:05:00,95385.63,SUCCESS,0
TXN02175,3211,NEFT,Axis,2025-04-21 05:23:00,2025-04-21 05:53:00,22981.07,SUCCESS,0
TXN02176,4941,IMPS,PNB,2025-04-12 23:55:00,2025-04-13 00:25:00,4152.51,SUCCESS,0
TXN02177,1168,NEFT,PNB,2025-05-07 00:42:00,2025-05-07 03:42:00,8475.31,SUCCESS,0
TXN02178,4814,IMPS,Kotak,2025-04-26 01:25:00,2025-04-26 01:40:00,19579.77,SUCCESS,0
TXN02179,3981,NEFT,PNB,2025-04-21 21:29:00,2025-04-21 21:59:00,4498.31,SUCCESS,0
TXN02180,1075,NEFT,SBI,2025-04-07 07:32:00,2025-04-07 08:32:00,21981.57,SUCCESS,0
TXN02181,3587,NEFT,PNB,2025-05-23 05:34:00,2025-05-23 06:04:00,11873.54,SUCCESS,0
TXN02182,3529,NEFT,Axis,2025-04-16 12:35:00,2025-04-16 13:05:00,29764.13,SUCCESS,0
TXN02183,2101,IMPS,SBI,2025-05-27 00:04:00,2025-05-27 00:34:00,12500.06,SUCCESS,0
TXN02184,4491,UPI,Axis,2025-05-26 00:23:00,2025-05-26 00:28:00,965.54,SUCCESS,0
TXN02185,1534,UPI,PNB,2025-04-29 00:33:00,2025-04-29 00:38:00,4769.74,SUCCESS,0
TXN02186,4623,IMPS,ICICI,2025-05-02 09:42:00,2025-05-02 10:42:00,15936.81,SUCCESS,0
TXN02187,3186,NEFT,Axis,2025-05-03 05:07:00,2025-05-03 05:37:00,17230.04,SUCCESS,0
TXN02188,2256,IMPS,ICICI,2025-05-05 16:41:00,2025-05-05 16:56:00,5404.36,SUCCESS,0
TXN02189,2492,NEFT,ICICI,2025-04-20 10:54:00,2025-04-20 11:24:00,8842.77,SUCCESS,0
TXN02190,1251,NEFT,PNB,2025-04-08 17:03:00,2025-04-08 17:33:00,20368.79,SUCCESS,0
TXN02191,4263,NEFT,ICICI,2025-05-21 06:23:00,2025-05-21 07:23:00,255.1,SUCCESS,0
TXN02192,1855,IMPS,Kotak,2025-04-09 16:32:00,2025-04-09 17:32:00,17854.19,FAILED,3
TXN02193,2332,IMPS,PNB,2025-04-14 06:35:00,2025-04-14 06:40:00,40277.14,FAILED,1
TXN02194,1420,UPI,HDFC,2025-04-24 19:47:00,2025-04-24 20:02:00,9520.06,SUCCESS,0
TXN02195,2859,UPI,PNB,2025-05-17 07:17:00,2025-05-17 07:18:00,8891.94,SUCCESS,0
TXN02196,3677,IMPS,Kotak,2025-04-15 11:04:00,2025-04-15 11:19:00,13478.68,SUCCESS,0
TXN02197,4738,UPI,Kotak,2025-04-26 22:12:00,2025-04-26 22:13:00,3094.4,SUCCESS,0
TXN02198,3367,IMPS,Axis,2025-04-11 05:53:00,2025-04-11 06:23:00,12251.48,FAILED,2
TXN02199,4041,NEFT,Axis,2025-04-05 09:09:00,2025-04-05 09:39:00,8113.92,SUCCESS,0
TXN02200,3380,IMPS,SBI,2025-05-16 16:51:00,2025-05-16 17:06:00,10808.46,SUCCESS,0
TXN02201,3150,UPI,IDFC,2025-05-16 13:33:00,2025-05-16 13:34:00,10340.93,SUCCESS,0
TXN02202,2612,IMPS,IDFC,2025-05-28 13:10:00,2025-05-28 13:40:00,4796.79,SUCCESS,0
TXN02203,3286,UPI,HDFC,2025-04-08 23:16:00,2025-04-08 23:21:00,1273.73,SUCCESS,0
TXN02204,1145,IMPS,Kotak,2025-04-15 09:48:00,2025-04-15 09:53:00,18300.73,SUCCESS,0
TXN02205,4368,IMPS,HDFC,2025-05-25 20:53:00,2025-05-25 21:08:00,7838.11,SUCCESS,0
TXN02206,4485,IMPS,ICICI,2025-05-05 12:18:00,2025-05-05 12:23:00,2015.23,SUCCESS,0
TXN02207,1561,IMPS,SBI,2025-05-06 03:55:00,2025-05-06 04:25:00,2781.35,SUCCESS,0
TXN02208,3681,UPI,SBI,2025-05-17 22:35:00,2025-05-17 22:40:00,5127.7,SUCCESS,0
TXN02209,2243,UPI,Axis,2025-04-17 01:15:00,2025-04-17 01:16:00,4868.95,SUCCESS,0
TXN02210,1614,UPI,SBI,2025-05-30 10:21:00,2025-05-30 10:36:00,58058.35,SUCCESS,0
TXN02211,4970,UPI,Kotak,2025-05-24 07:53:00,2025-05-24 07:58:00,3388.74,SUCCESS,0
TXN02212,4742,NEFT,Axis,2025-04-09 22:20:00,2025-04-09 22:50:00,7692.79,SUCCESS,0
TXN02213,2611,UPI,Axis,2025-05-31 20:13:00,2025-05-31 20:18:00,29257.91,SUCCESS,0
TXN02214,3078,NEFT,ICICI,2025-05-31 11:08:00,2025-06-01 11:08:00,7826.74,FAILED,2
TXN02215,2749,NEFT,SBI,2025-05-13 22:52:00,2025-05-13 23:22:00,8250.06,PENDING,2
TXN02216,1482,IMPS,HDFC,2025-04-16 04:52:00,2025-04-16 05:52:00,23626.45,SUCCESS,0
TXN02217,4450,UPI,IDFC,2025-04-05 19:56:00,2025-04-05 19:57:00,2541.56,SUCCESS,0
TXN02218,3030,NEFT,SBI,2025-04-23 12:32:00,2025-04-23 13:32:00,10916.54,FAILED,2
TXN02219,4290,IMPS,ICICI,2025-04-03 03:46:00,2025-04-03 04:01:00,24153.44,SUCCESS,0
TXN02220,2668,IMPS,IDFC,2025-04-25 13:21:00,2025-04-25 13:51:00,5728.05,SUCCESS,0
TXN02221,4429,NEFT,SBI,2025-04-11 21:33:00,2025-04-11 22:03:00,46264.2,SUCCESS,0
TXN02222,3203,NEFT,Axis,2025-04-10 20:57:00,2025-04-10 21:57:00,6604.09,SUCCESS,0
TXN02223,2450,IMPS,ICICI,2025-04-01 20:22:00,2025-04-01 21:22:00,1368.97,SUCCESS,0
TXN02224,4348,UPI,Axis,2025-04-10 14:51:00,2025-04-10 14:56:00,33704.8,SUCCESS,0
TXN02225,1324,IMPS,IDFC,2025-04-16 15:35:00,2025-04-16 15:40:00,26742.84,SUCCESS,0
TXN02226,2000,NEFT,Axis,2025-05-04 15:17:00,2025-05-04 15:47:00,13880.04,PENDING,3
TXN02227,4182,IMPS,ICICI,2025-05-19 03:50:00,2025-05-19 03:55:00,2818.14,SUCCESS,0
TXN02228,4146,IMPS,IDFC,2025-04-10 16:35:00,2025-04-10 17:05:00,16585.05,SUCCESS,0
TXN02229,1133,NEFT,PNB,2025-05-11 17:33:00,2025-05-11 18:33:00,2770.17,SUCCESS,0
TXN02230,4414,IMPS,PNB,2025-04-09 02:15:00,2025-04-09 02:20:00,5908.46,SUCCESS,0
TXN02231,3923,IMPS,ICICI,2025-04-23 03:58:00,2025-04-23 04:03:00,7504.8,PENDING,3
TXN02232,1102,NEFT,ICICI,2025-04-02 14:00:00,2025-04-02 14:30:00,3875.47,SUCCESS,0
TXN02233,4689,UPI,PNB,2025-05-03 11:54:00,2025-05-03 11:59:00,21734.69,SUCCESS,0
TXN02234,1334,UPI,Axis,2025-04-01 07:02:00,2025-04-01 07:03:00,2199.43,SUCCESS,0
TXN02235,3373,NEFT,SBI,2025-04-29 02:17:00,2025-04-29 05:17:00,7703.57,SUCCESS,0
TXN02236,1116,NEFT,HDFC,2025-04-19 04:49:00,2025-04-19 07:49:00,7600.57,SUCCESS,0
TXN02237,3280,UPI,HDFC,2025-04-09 10:05:00,2025-04-09 10:10:00,18732.68,SUCCESS,0
TXN02238,1843,NEFT,Kotak,2025-04-17 23:28:00,2025-04-17 23:58:00,14990.59,SUCCESS,0
TXN02239,2198,NEFT,SBI,2025-05-02 08:44:00,2025-05-02 09:14:00,6813.15,SUCCESS,0
TXN02240,4394,NEFT,SBI,2025-05-09 22:59:00,2025-05-09 23:29:00,23724.89,SUCCESS,0
TXN02241,4353,NEFT,PNB,2025-05-09 06:00:00,2025-05-09 06:30:00,5566.0,SUCCESS,0
TXN02242,4165,IMPS,SBI,2025-04-15 03:05:00,2025-04-15 03:20:00,6405.64,SUCCESS,0
TXN02243,3193,UPI,HDFC,2025-04-13 06:51:00,2025-04-13 06:56:00,3647.64,SUCCESS,0
TXN02244,3475,NEFT,Axis,2025-04-14 16:48:00,2025-04-15 16:48:00,36466.49,SUCCESS,0
TXN02245,4976,UPI,HDFC,2025-05-29 18:55:00,2025-05-29 19:10:00,6821.28,SUCCESS,0
TXN02246,3221,NEFT,Axis,2025-05-15 15:40:00,2025-05-15 16:10:00,17736.18,FAILED,3
TXN02247,3377,NEFT,SBI,2025-04-10 07:16:00,2025-04-10 08:16:00,12527.74,SUCCESS,0
TXN02248,4494,IMPS,HDFC,2025-05-01 09:03:00,2025-05-01 09:33:00,3154.29,SUCCESS,0
TXN02249,2127,IMPS,IDFC,2025-04-13 15:25:00,2025-04-13 15:55:00,23367.49,SUCCESS,0
TXN02250,3512,UPI,Kotak,2025-04-10 05:43:00,2025-04-10 05:44:00,844.42,SUCCESS,0
TXN02251,3273,UPI,PNB,2025-05-29 12:40:00,2025-05-29 12:41:00,11861.46,SUCCESS,0
TXN02252,4320,NEFT,PNB,2025-05-12 08:59:00,2025-05-12 09:29:00,19218.44,SUCCESS,0
TXN02253,1754,IMPS,Kotak,2025-04-25 19:43:00,2025-04-25 19:58:00,3173.34,SUCCESS,0
TXN02254,2262,IMPS,IDFC,2025-05-15 16:46:00,2025-05-15 17:01:00,14551.15,SUCCESS,0
TXN02255,4117,UPI,HDFC,2025-04-18 11:48:00,2025-04-18 11:53:00,27900.6,SUCCESS,0
TXN02256,3165,NEFT,HDFC,2025-05-17 08:11:00,2025-05-17 08:41:00,6609.57,SUCCESS,0
TXN02257,2031,NEFT,IDFC,2025-05-20 10:08:00,2025-05-20 13:08:00,9349.33,SUCCESS,0
TXN02258,3356,UPI,SBI,2025-05-23 17:14:00,2025-05-23 17:19:00,23413.67,SUCCESS,0
TXN02259,1046,UPI,HDFC,2025-04-11 01:21:00,2025-04-11 01:22:00,9141.7,SUCCESS,0
TXN02260,4334,IMPS,PNB,2025-05-10 13:45:00,2025-05-10 14:00:00,5080.42,SUCCESS,0
TXN02261,2408,IMPS,HDFC,2025-04-02 15:39:00,2025-04-02 15:44:00,18334.54,SUCCESS,0
TXN02262,2504,NEFT,HDFC,2025-05-30 11:42:00,2025-05-31 11:42:00,8361.68,SUCCESS,0
TXN02263,4254,UPI,Kotak,2025-04-06 01:52:00,2025-04-06 01:53:00,11237.03,FAILED,2
TXN02264,4465,IMPS,HDFC,2025-04-14 05:31:00,2025-04-14 05:36:00,46303.03,SUCCESS,0
TXN02265,2026,NEFT,ICICI,2025-04-12 07:18:00,2025-04-12 08:18:00,48167.04,SUCCESS,0
TXN02266,4290,NEFT,HDFC,2025-05-07 09:24:00,2025-05-07 12:24:00,7618.86,PENDING,1
TXN02267,2748,IMPS,Axis,2025-04-23 11:58:00,2025-04-23 12:03:00,1768.53,SUCCESS,0
TXN02268,3542,IMPS,ICICI,2025-05-13 11:24:00,2025-05-13 11:54:00,8311.61,SUCCESS,0
TXN02269,2537,IMPS,SBI,2025-05-12 15:12:00,2025-05-12 15:17:00,50994.73,SUCCESS,0
TXN02270,3503,UPI,IDFC,2025-05-29 06:59:00,2025-05-29 07:04:00,15280.9,SUCCESS,0
TXN02271,1497,IMPS,Kotak,2025-05-19 11:34:00,2025-05-19 11:49:00,30793.37,SUCCESS,0
TXN02272,3249,IMPS,ICICI,2025-04-10 17:34:00,2025-04-10 18:04:00,4794.49,SUCCESS,0
TXN02273,4219,UPI,ICICI,2025-04-28 05:55:00,2025-04-28 05:56:00,31339.14,SUCCESS,0
TXN02274,4125,UPI,Kotak,2025-05-01 03:43:00,2025-05-01 03:44:00,3241.94,SUCCESS,0
TXN02275,1022,UPI,Axis,2025-05-11 17:48:00,2025-05-11 18:03:00,8411.03,SUCCESS,0
TXN02276,2233,IMPS,Kotak,2025-05-05 00:04:00,2025-05-05 00:34:00,2319.94,SUCCESS,0
TXN02277,4626,UPI,SBI,2025-05-25 03:43:00,2025-05-25 03:44:00,644.18,SUCCESS,0
TXN02278,4244,NEFT,PNB,2025-04-18 15:51:00,2025-04-18 18:51:00,10097.06,SUCCESS,0
TXN02279,2601,IMPS,IDFC,2025-05-21 19:58:00,2025-05-21 20:13:00,854.76,SUCCESS,0
TXN02280,1392,UPI,IDFC,2025-04-25 13:01:00,2025-04-25 13:16:00,5460.01,SUCCESS,0
TXN02281,1975,NEFT,IDFC,2025-04-06 06:47:00,2025-04-06 07:47:00,2659.12,SUCCESS,0
TXN02282,4831,NEFT,SBI,2025-04-17 02:33:00,2025-04-17 03:33:00,11962.74,SUCCESS,0
TXN02283,3570,IMPS,ICICI,2025-05-25 23:40:00,2025-05-25 23:55:00,18441.33,SUCCESS,0
TXN02284,3679,IMPS,IDFC,2025-04-18 02:23:00,2025-04-18 02:38:00,9208.26,SUCCESS,0
TXN02285,2394,IMPS,Kotak,2025-05-17 20:27:00,2025-05-17 20:57:00,3973.32,SUCCESS,0
TXN02286,4207,NEFT,HDFC,2025-04-16 09:33:00,2025-04-16 10:33:00,21270.62,SUCCESS,0
TXN02287,1370,UPI,HDFC,2025-05-13 08:06:00,2025-05-13 08:07:00,11574.18,SUCCESS,0
TXN02288,4310,NEFT,Axis,2025-05-04 13:07:00,2025-05-04 13:37:00,21350.04,SUCCESS,0
TXN02289,1625,IMPS,PNB,2025-05-01 01:44:00,2025-05-01 01:49:00,596.58,SUCCESS,0
TXN02290,3781,UPI,IDFC,2025-04-29 20:08:00,2025-04-29 20:09:00,9568.03,SUCCESS,0
TXN02291,4287,NEFT,Axis,2025-04-08 02:18:00,2025-04-09 02:18:00,14433.96,SUCCESS,0
TXN02292,3008,IMPS,SBI,2025-04-16 22:53:00,2025-04-16 22:58:00,1867.16,SUCCESS,0
TXN02293,4984,NEFT,PNB,2025-04-14 10:11:00,2025-04-14 11:11:00,34006.81,SUCCESS,0
TXN02294,4219,NEFT,ICICI,2025-05-03 23:22:00,2025-05-04 00:22:00,1525.34,FAILED,3
TXN02295,1149,UPI,Kotak,2025-05-18 01:09:00,2025-05-18 01:14:00,1562.96,SUCCESS,0
TXN02296,2375,IMPS,IDFC,2025-04-16 02:16:00,2025-04-16 02:46:00,23344.87,SUCCESS,0
TXN02297,1184,NEFT,SBI,2025-04-29 02:07:00,2025-04-29 02:37:00,17608.99,SUCCESS,0
TXN02298,2394,NEFT,Axis,2025-04-10 08:21:00,2025-04-10 08:51:00,10217.54,SUCCESS,0
TXN02299,2054,NEFT,Axis,2025-04-16 21:26:00,2025-04-16 22:26:00,48448.03,SUCCESS,0
TXN02300,3348,IMPS,Axis,2025-05-03 21:17:00,2025-05-03 21:22:00,34430.98,FAILED,2
TXN02301,3002,NEFT,HDFC,2025-05-08 21:22:00,2025-05-08 21:52:00,30373.61,SUCCESS,0
TXN02302,4637,IMPS,Kotak,2025-05-15 03:44:00,2025-05-15 04:14:00,4476.98,SUCCESS,0
TXN02303,4540,NEFT,Kotak,2025-05-01 16:22:00,2025-05-02 16:22:00,33367.03,SUCCESS,0
TXN02304,4987,NEFT,Kotak,2025-04-24 22:40:00,2025-04-24 23:40:00,5853.23,SUCCESS,0
TXN02305,3697,NEFT,Axis,2025-04-14 00:01:00,2025-04-14 00:31:00,8809.1,SUCCESS,0
TXN02306,3334,NEFT,SBI,2025-04-09 23:12:00,2025-04-09 23:42:00,1836.91,SUCCESS,0
TXN02307,1457,IMPS,Axis,2025-05-18 16:19:00,2025-05-18 16:24:00,13305.04,FAILED,2
TXN02308,4238,NEFT,PNB,2025-04-06 13:11:00,2025-04-06 13:41:00,35666.21,SUCCESS,0
TXN02309,4595,UPI,Axis,2025-05-11 12:28:00,2025-05-11 12:43:00,145.7,SUCCESS,0
TXN02310,1870,IMPS,SBI,2025-04-14 16:12:00,2025-04-14 16:27:00,5042.8,SUCCESS,0
TXN02311,2261,NEFT,Kotak,2025-05-16 23:13:00,2025-05-16 23:43:00,571.01,SUCCESS,0
TXN02312,2588,IMPS,ICICI,2025-05-30 23:08:00,2025-05-30 23:13:00,1993.39,PENDING,2
TXN02313,1675,IMPS,Axis,2025-05-02 16:47:00,2025-05-02 16:52:00,3269.08,SUCCESS,0
TXN02314,2312,UPI,IDFC,2025-05-22 03:56:00,2025-05-22 04:01:00,21141.24,SUCCESS,0
TXN02315,2285,NEFT,IDFC,2025-05-06 00:05:00,2025-05-06 03:05:00,1679.17,FAILED,2
TXN02316,3988,NEFT,Kotak,2025-04-25 09:34:00,2025-04-25 10:04:00,5089.82,SUCCESS,0
TXN02317,1607,NEFT,Axis,2025-04-03 16:08:00,2025-04-03 16:38:00,32887.63,FAILED,1
TXN02318,4411,IMPS,ICICI,2025-05-18 02:15:00,2025-05-18 02:20:00,31506.71,SUCCESS,0
TXN02319,1565,NEFT,PNB,2025-05-08 05:53:00,2025-05-08 06:23:00,2197.55,SUCCESS,0
TXN02320,2894,NEFT,Axis,2025-05-03 02:17:00,2025-05-03 02:47:00,6111.97,SUCCESS,0
TXN02321,3115,IMPS,Axis,2025-05-15 14:01:00,2025-05-15 14:16:00,37591.37,SUCCESS,0
TXN02322,1404,IMPS,Axis,2025-05-30 01:26:00,2025-05-30 01:41:00,11807.69,SUCCESS,0
TXN02323,3575,NEFT,PNB,2025-04-23 09:36:00,2025-04-23 10:06:00,10746.7,SUCCESS,0
TXN02324,1149,NEFT,HDFC,2025-05-07 22:48:00,2025-05-08 22:48:00,16071.0,SUCCESS,0
TXN02325,1415,IMPS,IDFC,2025-04-21 05:13:00,2025-04-21 05:28:00,3742.27,SUCCESS,0
TXN02326,4412,UPI,PNB,2025-05-12 22:02:00,2025-05-12 22:07:00,44005.25,SUCCESS,0
TXN02327,2862,UPI,HDFC,2025-04-04 01:13:00,2025-04-04 01:18:00,48295.34,SUCCESS,0
TXN02328,1190,IMPS,IDFC,2025-04-10 19:29:00,2025-04-10 19:34:00,23811.13,SUCCESS,0
TXN02329,2721,NEFT,PNB,2025-05-02 08:16:00,2025-05-02 09:16:00,3495.75,SUCCESS,0
TXN02330,2253,IMPS,ICICI,2025-04-06 02:17:00,2025-04-06 02:32:00,12703.46,SUCCESS,0
TXN02331,3282,NEFT,Kotak,2025-05-04 14:47:00,2025-05-04 17:47:00,4262.84,SUCCESS,0
TXN02332,3523,UPI,ICICI,2025-04-07 17:05:00,2025-04-07 17:06:00,7215.89,SUCCESS,0
TXN02333,3866,UPI,IDFC,2025-04-05 06:07:00,2025-04-05 06:08:00,2573.58,SUCCESS,0
TXN02334,1522,IMPS,Axis,2025-05-28 05:24:00,2025-05-28 05:39:00,82319.94,SUCCESS,0
TXN02335,2600,UPI,Kotak,2025-04-25 09:49:00,2025-04-25 09:50:00,6554.45,SUCCESS,0
TXN02336,1544,UPI,ICICI,2025-05-31 08:56:00,2025-05-31 09:01:00,4959.58,FAILED,3
TXN02337,2686,IMPS,SBI,2025-04-19 11:49:00,2025-04-19 12:04:00,4674.53,SUCCESS,0
TXN02338,1612,NEFT,SBI,2025-04-25 10:20:00,2025-04-25 10:50:00,15413.94,SUCCESS,0
TXN02339,2545,NEFT,Kotak,2025-04-16 04:36:00,2025-04-16 05:36:00,70206.58,SUCCESS,0
TXN02340,4636,IMPS,Axis,2025-05-01 23:53:00,2025-05-01 23:58:00,4955.47,SUCCESS,0
TXN02341,1338,IMPS,SBI,2025-04-20 02:15:00,2025-04-20 02:30:00,7430.21,SUCCESS,0
TXN02342,4357,IMPS,HDFC,2025-05-23 07:45:00,2025-05-23 08:15:00,2766.31,SUCCESS,0
TXN02343,4463,UPI,ICICI,2025-05-06 15:55:00,2025-05-06 15:56:00,3919.01,SUCCESS,0
TXN02344,3365,UPI,Kotak,2025-04-25 15:59:00,2025-04-25 16:14:00,4304.26,SUCCESS,0
TXN02345,3786,IMPS,IDFC,2025-04-20 08:53:00,2025-04-20 09:23:00,11266.1,SUCCESS,0
TXN02346,4830,UPI,SBI,2025-04-13 13:26:00,2025-04-13 13:27:00,5149.6,SUCCESS,0
TXN02347,3534,NEFT,HDFC,2025-05-15 01:16:00,2025-05-15 01:46:00,1788.59,SUCCESS,0
TXN02348,1974,IMPS,PNB,2025-04-30 08:56:00,2025-04-30 09:01:00,28424.3,SUCCESS,0
TXN02349,4688,NEFT,PNB,2025-04-18 11:03:00,2025-04-18 11:33:00,12511.26,SUCCESS,0
TXN02350,2284,NEFT,IDFC,2025-04-25 13:03:00,2025-04-25 14:03:00,22569.51,SUCCESS,0
TXN02351,2166,NEFT,SBI,2025-04-02 12:26:00,2025-04-02 12:56:00,26958.07,SUCCESS,0
TXN02352,1383,NEFT,Kotak,2025-05-08 12:08:00,2025-05-08 13:08:00,4662.92,SUCCESS,0
TXN02353,3671,IMPS,ICICI,2025-04-12 21:50:00,2025-04-12 22:50:00,4304.91,SUCCESS,0
TXN02354,1069,UPI,Axis,2025-04-03 01:07:00,2025-04-03 01:08:00,17269.04,SUCCESS,0
TXN02355,4625,IMPS,HDFC,2025-04-27 08:31:00,2025-04-27 09:31:00,4808.87,SUCCESS,0
TXN02356,1980,IMPS,SBI,2025-05-29 10:06:00,2025-05-29 10:11:00,14984.34,SUCCESS,0
TXN02357,1627,UPI,ICICI,2025-05-12 18:34:00,2025-05-12 18:39:00,14138.05,SUCCESS,0
TXN02358,4924,IMPS,PNB,2025-05-02 07:43:00,2025-05-02 07:48:00,10329.76,SUCCESS,0
TXN02359,4247,UPI,PNB,2025-04-05 20:55:00,2025-04-05 20:56:00,45477.63,SUCCESS,0
TXN02360,3047,IMPS,Kotak,2025-05-04 18:25:00,2025-05-04 18:30:00,43604.32,SUCCESS,0
TXN02361,2025,UPI,Axis,2025-05-09 19:05:00,2025-05-09 19:06:00,19067.16,SUCCESS,0
TXN02362,3045,UPI,ICICI,2025-05-21 09:17:00,2025-05-21 09:22:00,31673.14,SUCCESS,0
TXN02363,1004,UPI,PNB,2025-05-22 14:16:00,2025-05-22 14:31:00,8703.14,SUCCESS,0
TXN02364,1633,IMPS,PNB,2025-04-17 04:17:00,2025-04-17 04:22:00,7720.65,PENDING,1
TXN02365,2892,NEFT,SBI,2025-05-21 08:22:00,2025-05-21 11:22:00,20724.69,FAILED,1
TXN02366,2135,NEFT,PNB,2025-05-23 18:39:00,2025-05-23 21:39:00,7009.43,SUCCESS,0
TXN02367,3849,UPI,HDFC,2025-05-08 05:01:00,2025-05-08 05:02:00,40374.03,SUCCESS,0
TXN02368,4338,NEFT,Kotak,2025-05-17 11:34:00,2025-05-17 14:34:00,14366.57,SUCCESS,0
TXN02369,3817,IMPS,PNB,2025-05-04 10:35:00,2025-05-04 11:05:00,73978.09,SUCCESS,0
TXN02370,4617,NEFT,Kotak,2025-04-12 12:31:00,2025-04-12 13:01:00,22073.35,SUCCESS,0
TXN02371,1554,IMPS,HDFC,2025-05-21 17:19:00,2025-05-21 17:24:00,16012.68,SUCCESS,0
TXN02372,2404,IMPS,PNB,2025-05-09 22:57:00,2025-05-09 23:12:00,1797.14,SUCCESS,0
TXN02373,4739,UPI,SBI,2025-04-30 20:23:00,2025-04-30 20:24:00,4188.98,SUCCESS,0
TXN02374,3097,NEFT,Axis,2025-05-03 03:03:00,2025-05-03 06:03:00,32294.03,FAILED,3
TXN02375,2861,NEFT,Axis,2025-04-21 21:08:00,2025-04-21 21:38:00,29937.09,SUCCESS,0
TXN02376,4200,UPI,Kotak,2025-04-22 03:47:00,2025-04-22 04:02:00,15613.37,SUCCESS,0
TXN02377,2663,IMPS,PNB,2025-04-15 23:03:00,2025-04-15 23:08:00,173.47,PENDING,3
TXN02378,3417,UPI,Axis,2025-04-01 01:48:00,2025-04-01 01:53:00,12398.43,SUCCESS,0
TXN02379,1976,IMPS,PNB,2025-04-20 09:06:00,2025-04-20 09:11:00,61132.63,SUCCESS,0
TXN02380,3405,IMPS,HDFC,2025-05-19 17:45:00,2025-05-19 18:45:00,507.97,SUCCESS,0
